Witdh=12,Height=12 !!!
 -0.058104, -0.058104, -0.058104, -0.058104,  0.026036,  0.449902,  0.435857,  0.068158,  0.064143, -0.026291, -0.058104, -0.058104,
 -0.058104, -0.058104, -0.058104, -0.058104,  0.534942,  0.735090,  0.865865,  0.564845, -0.097815, -0.058104, -0.058104, -0.058104,
 -0.058104, -0.058104, -0.058104,  0.311788,  0.678869,  0.762431,  0.922216,  0.016100,  0.168772,  0.061482,  0.090374, -0.058104,
 -0.058104, -0.058104, -0.058104,  0.884032,  1.101823,  0.428737,  0.175564,  0.635641,  0.852209,  0.074928, -0.065789, -0.058104,
 -0.058104, -0.058104, -0.058104,  0.991722,  1.386259,  0.395882,  0.627102,  0.920490,  0.846344, -0.107086, -0.131831, -0.058104,
 -0.058104, -0.058104, -0.058104,  0.736123,  1.655025,  0.951729,  0.732746,  0.443660, -0.271955, -0.063958, -0.058104, -0.058104,
 -0.058104, -0.058104, -0.058104,  0.684915,  1.387761,  1.441572, -0.196907, -0.054639,  0.038276, -0.058104, -0.058104, -0.058104,
 -0.058104, -0.058104,  0.245339,  0.761895,  0.573088,  1.378630,  1.019593, -0.111573, -0.026224, -0.058104, -0.058104, -0.058104,
 -0.058104, -0.058104,  0.839549,  0.938139,  0.563284,  0.744251,  1.164314, -0.159286, -0.087706, -0.058104, -0.058104, -0.058104,
 -0.058104, -0.058104,  1.272950,  1.062822,  0.735868,  0.745641,  0.750885, -0.202941, -0.073416, -0.058104, -0.058104, -0.058104,
 -0.058104, -0.058104,  0.944837,  1.080265,  0.452339,  0.532533,  0.038102, -0.148985, -0.058104, -0.058104, -0.058104, -0.058104,
 -0.058104, -0.058104,  0.284896,  0.629067,  0.194826, -0.249123, -0.095934, -0.058104, -0.058104, -0.058104, -0.058104, -0.058104,

